solution_id,airtable_rec_id,company_id,solution_name,description,has_ai,function_category,program_type,data_source,price,price_tier,service_region,target_industry,target_scale,has_award,has_certification,website_url,score_overall,created_at,updated_at,industry_category,features_list,description_short,slogan,monthly_price,monthly_price_tier,subscription_months,pricing_model,record_status,partner_vendor
SOL-BIZ-0001,recF4FSJRkhUZltNi,94230223.0,WordPress客服系統,整合 WordPress的完整智慧客服功能管理機制，『智能客服』可自動理解客戶問題並即時回應，大幅降低人工客服負擔，適時轉接『真人客服』處理複雜問題。彙整『常見問題』，協助店家優化服務流程，提升營運效率與顧客滿意度。,True,協作辦公,商業服務業專區,商業署,24000.0,,[],"[""G批發及零售業""]",[],False,False,,3.8,2026-07-21 07:34:21.401635+00,2026-07-21 07:34:21.401635+00,協作辦公,"功能與規格說明 - 數量
1. FAQ 管理 - 1,000條
2. 網站 Chat Widget（人工客服）- 10人
3. 網站 Chat Widget（AI客服）- 1,000次/月
4. 聊天記錄保存 - 6個月
5. Email 通知與回覆 - 10,000次/月
價格: NTD 24,000/12月",適用於 WordPress 網站的企業與線上店家。本方案整合智能客服與真人客服，AI 自動理解並回應客戶問題，有效降低人工負擔，複雜問題無縫轉接真人處理。系統彙整常見問題數據，幫助店家優化服務流程，提升營運效率與顧客滿意度。,,,,,"[""訂閱制""]",正常,
SOL-0876,recPaNySIqxz6lAlE,42996801.0,缺,愛酷智能科技股份有限公司提供的方案，旨在幫助企業優化營運流程，提升管理效率。該方案透過雲端技術，實現業務流程的自動化與數據化管理，協助企業輕鬆掌握營運狀況，做出明智的決策。通過使用此方案，企業可以解決諸如資訊不透明、溝通不暢、數據分析耗時等問題，進而提升整體競爭力。此方案操作簡便，適用於各類型企業，能夠根據企業需求量身定制，滿足不同規模與產業的需求。藉助此方案，企業可以更聚焦於核心業務，加速成長與創新。,False,銷售管理,臺灣雲市集,自有方案,,待確認,[],[],[],False,False,,2.1,2026-07-21 07:34:22.954362+00,2026-08-20 06:26:34.889913+00,銷售管理,,愛酷智能科技為各類型企業提供雲端營運管理方案，透過業務流程自動化與數據化管理，解決資訊不透明、溝通不暢及數據分析耗時等問題。該方案操作簡便、可客製化配置，幫助企業即時掌握營運狀況、優化決策品質，進而提升競爭力並加速成長創新。,,,,,"[""訂閱制""]",已下架_資料異常,
SOL-1385,rec9B3ZIslChNE2BE,82910273.0,「 FarmiSpace 」田間作物衛星監測服務 (30 公頃), FarmiSpace運用大數據與 AI，透過衛星監測提供精準農業服務，包括灌溉、施肥、病蟲害防治與數據管理，提升農作效率，減少損失，並設有告警通知功能。,True,,農業雲市集-數位館,農業部,60000.0,,[],[],[],False,False,https://agdigi.atri.org.tw/Market/Content/1,,2026-07-21 07:34:20.425058+00,2026-07-21 07:34:20.425058+00,,,FarmiSpace運用大數據與 AI，透過衛星監測提供精準農業服務，包括灌溉、施肥、病蟲害防治與數據管理，提升農作效率，減少損失，並設有告警通知功能。,,,,,,正常,
SOL-0719,reca07Fkm09EAlmSS,24930722.0,創店商-微商經銷系統,"創店商-微商經銷系統是由創創數位科技股份有限公司提供的創新解決方案，適用於各產業、不同規模的企業，服務範圍廣泛。該方案主要幫助企業建立微商經銷系統，透過系統化的工具與流程，企業可以輕鬆管理經銷商、商品以及銷售業績。

使用創店商-微商經銷系統，您可以有效解決傳統經銷管理中的諸多痛點，如經銷商資料管理不善、銷售業績追蹤困難、商品資訊傳遞不暢等問題。該系統提供一個統一的平台，讓企業可以更高效地經營經銷商網絡，提升銷售業績與市場競爭力。方案費用為 72,000 元，訂閱期為 4 個月，價格區間適合多數中小企業，幫助您在競爭激烈的市場中脫穎而出。",False,銷售管理,臺灣雲市集,自有方案,72000.0,5-20萬,"[""北北基"",""桃竹苗"",""中彰投"",""雲嘉南"",""高屏""]","[""不限產業""]","[""9人以下"",""10~20人"",""21~50人"",""51~100人"",""101~200人""]",False,False,,3.6,2026-07-21 07:34:23.953159+00,2026-08-20 06:26:34.889913+00,銷售管理,"經銷商資料管理
商品資訊管理與發佈
銷售業績追蹤與統計
經銷商網絡管理
微商平台建立與營運
銷售數據分析與報表","創店商微商經銷系統適用於各產業企業，透過統一平台系統化管理經銷商、商品與銷售業績。解決經銷商資料管理、銷售追蹤、商品資訊傳遞等傳統痛點，幫助企業高效經營經銷網絡、提升銷售業績與市場競爭力。年費72,000元，價格親民，助中小企業在競爭市場中脫穎而出。",,18000.0,10-30K,4.0,"[""訂閱制""]",疑似已下架_平台停止服務未逐筆驗證,
SOL-0226,recdpw656CRGrJvNu,27520341.0,101EIP雲端辦公室-10人版,"101EIP雲端辦公室-10人版是由百加資通股份有限公司提供的創新解決方案，適用於各行各業、不同規模的企業。此方案旨在為企業提供一個高效、安全的雲端辦公環境，幫助企業實現辦公自動化，優化工作流程。透過101EIP雲端辦公室-10人版，您可以輕鬆管理員工、客戶和專案，實現遠端辦公和協同工作，有效提升工作效率，解決傳統辦公模式下的溝通不暢、資料管理困難等問題。該方案的費用為18,000元，訂閱期為6個月，價格親民，適合預算有限的中小企業。選擇101EIP雲端辦公室-10人版，讓您的企業管理工作更簡單、更高效！",False,協作辦公,臺灣雲市集,自有方案,18000.0,5萬以下,"[""北北基"",""桃竹苗"",""中彰投"",""雲嘉南"",""高屏""]","[""不限產業""]","[""9人以下"",""10~20人"",""21~50人"",""51~100人"",""101~200人""]",False,False,,3.3,2026-07-21 07:34:24.542612+00,2026-08-20 06:26:34.889913+00,協作辦公,,"101EIP雲端辦公室-10人版專為中小企業設計，提供安全高效的雲端協作環境。整合員工、客戶與專案管理功能，支援遠端辦公與團隊協同，有效解決傳統辦公的溝通障礙與資料管理困難。透過自動化工作流程，大幅提升團隊生產力。6個月訂閱僅需18,000元，成本親民，是預算有限企業的理想選擇。",,3000.0,3-5K,6.0,"[""訂閱制""]",疑似已下架_平台停止服務未逐筆驗證,
SOL-0004,recg25O0Suilw67PH,28293999.0,U-Office Force 雲端辦公室軟體,"U-Office Force 雲端辦公室軟體是由一等一科技股份有限公司提供的創新解決方案，適用於各行各業的中小企業，特別適合 2-5 人團隊。該方案旨在幫助企業實現辦公自動化，提高工作效率，解決傳統辦公模式下的溝通不暢、文件管理混亂等問題。通過 U-Office Force，用戶可以輕鬆實現文件共享、任務分配、會議管理等功能，全面提升團隊協作效率。方案費用為 50,000 元，訂閱期為 6 個月，價格區間在 5-20 萬元之間。藉助 U-Office Force，企業可以擺脫繁瑣的辦公流程，專注於核心業務的發展。",False,協作辦公,臺灣雲市集,自有方案,50000.0,5-20萬,"[""北北基"",""桃竹苗"",""中彰投"",""雲嘉南"",""高屏""]","[""不限產業""]","[""10~20人"",""21~50人"",""101~200人""]",False,False,,3.1,2026-07-21 07:34:25.020364+00,2026-08-20 06:26:34.889913+00,協作辦公,"文件共享
任務分配
會議管理
辦公自動化
團隊協作管理",U-Office Force 雲端辦公室軟體專為 2-5 人中小企業團隊設計，整合文件共享、任務分配、會議管理等功能，解決傳統辦公溝通不暢與文件管理混亂的問題。透過自動化工作流程，顯著提升團隊協作效率，讓企業擺脫繁瑣行政負擔，專注核心業務發展。,,8333.0,5-10K,6.0,"[""訂閱制""]",疑似已下架_平台停止服務未逐筆驗證,
SOL-MOE-0690,recl7f1GktcAtcVDE,60688078.0,MaiAgent AI 助理開發平台- 個人版,本方案提供 AI 助理、客服與知識問答模組，支援即時對話、FAQ 與知識庫管理，讓企業快速部署智慧客服系統。內含 1 個 管理帳號，模組與資源皆可彈性擴充。 -AI 助理模組：具備自然語言理解與回應能力，支援多輪對話與情境理解。 -客服模組：整合 AI 與人工客服，支援對話轉接與服務紀錄查詢。 -知識問答模組：依據知識庫內容自動回應使用者問題，提升應答準確率。 -即時對話網頁：提供可嵌入網站的即時聊天介面，快速部署無需開發。 -知識庫管理：支援知識內容建立、分類、編輯與版本控管，便於維護。 -FAQ 常見問題集管理：集中管理常見問題，支援分群與快速設定回覆。 -管理帳號數量：內含 1 個 管理帳號，可依需求擴充。,True,研發創新,雲市集工業館,產發署,509252.0,,[],[],[],False,False,,3.3,2026-07-21 07:34:25.279398+00,2026-07-21 07:34:25.279398+00,研發創新,"AI 助理模組：自然語言理解與多輪對話能力
客服模組：AI 與人工客服整合與對話轉接
知識問答模組：依據知識庫自動回應使用者問題
即時對話網頁：可嵌入網站的即時聊天介面
知識庫管理：知識內容建立、分類、編輯與版本控管
FAQ 常見問題集管理：集中管理與快速設定回覆
服務紀錄查詢：客服對話歷史與服務記錄追蹤
模組與資源彈性擴充：依需求增加功能與計算資源",本方案為企業提供完整的 AI 智慧客服解決方案，整合 AI 助理、人工客服與知識問答功能。透過自然語言理解與多輪對話能力，自動回應客戶常見問題，同時支援人工客服無縫接入。內含即時聊天網頁、知識庫管理與 FAQ 系統，可直接嵌入網站快速部署，無需開發。所有模組與資源皆可彈性擴充，幫助企業降低客服成本、提升服務效率與客戶滿意度。,,,,,"[""客製化服務""]",疑似已下架_雲市集工業館平台方案未持續上架未逐筆驗證,
SOL-1219,rec1xO8Qu7RognrNs,70546594.0,Microsoft 365雲端辦公協作 商務標準版 1人超值優惠版,,False,,臺灣雲市集,自有方案,4605.0,,[],"[""遠距辦公, M365, 辦公協作, TEAMS, 數位轉型, 增加生產力, 線上會議""]",[],False,False,https://tcloud.gov.tw/solution/F03FE16037B30DAEE0531512620AC1A1,3.3,2026-07-21 07:34:19.728849+00,2026-08-20 06:26:34.889913+00,,,,,,,12.0,,已下架_平台停止服務,
SOL-MOE-0407,recJtqu8og4PIgNoN,50789164.0,GWS團隊協作套件_商務標準版 10人組,專為現代團隊設計的整合式雲端工具，讓您的團隊無論使用電腦、平板或手機，都能隨時隨地無縫接軌、靈活辦公，即使離線也能持續作業。 透過集中化的管理後台，管理員能輕鬆新增與管理使用者帳號。員工離職時也能一鍵安全地轉移雲端硬碟資料，確保商業機密與數位資產完整交接。 此外，內建的 Gemini AI 智慧助理與強大搜尋技術，更能自動化處理繁瑣事務，讓團隊能省下管理工作的時間，專注於創造更高價值的核心業務。彈性多樣的訂閱方案，更能有效減輕中小企業的營運負擔，是您實現數位轉型的最佳夥伴。,True,人力資源,雲市集工業館,產發署,54180.0,,[],[],[],False,False,,3.8,2026-07-21 07:34:22.02243+00,2026-07-21 07:34:22.02243+00,人力資源,"多裝置無縫協作（電腦、平板、手機）
離線作業與自動同步
集中化使用者帳號管理
員工離職資料轉移與交接
內建Gemini AI智慧助理
強大文件搜尋功能
自動化繁瑣工作流程",適用於現代企業的整合式雲端工具，支援跨裝置無縫協作與離線作業。提供集中化使用者管理、員工離職時的安全資料交接，以及內建 Gemini AI 智慧助理自動化繁瑣工作。透過強大搜尋技術與彈性訂閱方案，幫助團隊提升工作效率、保護商業機密，是中小企業數位轉型的理想解決方案。,,,,,"[""訂閱制""]",疑似已下架_雲市集工業館平台方案未持續上架未逐筆驗證,
SOL-0010,recudeBOMRZk6vEMk,96979933.0,AI知識中心,AI知識中心是由中華電信股份有限公司提供的創新解決方案，適用於多種產業和規模的企業。此方案透過人工智慧技術，幫助企業建立知識管理系統，有效整合和運用內部知識與資源。藉助AI知識中心，您可以輕鬆實現知識的自動分類、快速檢索和智慧分析，解決傳統知識管理中資訊查找耗時、知識傳承困難等問題。此方案能提升企業的知識利用效率，促進團隊協作與創新思維，進而強化企業的核心競爭力。選擇AI知識中心，您將能夠以更智慧的方式管理知識，推動企業持續成長與發展。,True,研發創新,臺灣雲市集,自有方案,10200.0,5萬以下,"[""北北基"",""桃竹苗"",""中彰投"",""雲嘉南"",""高屏"",""宜花東"",""離島/其他""]","[""製造業, 批發零售業, 住宿及餐飲業, 運輸及倉儲物流, 教育業, 金融保險""]","[""9人以下"",""10~20人"",""21~50人"",""51~100人"",""101~200人""]",False,False,,4.3,2026-07-21 07:34:25.777239+00,2026-08-20 06:26:34.889913+00,研發創新,"知識自動分類
快速知識檢索
智慧知識分析
內部知識整合
知識管理系統建立
知識傳承與共享
團隊協作平台
創新思維工具
核心競爭力提升
企業知識庫建設
智能搜索引擎
知識圖譜建立
知識更新與維護",適用於各產業企業的AI知識中心，透過人工智慧技術自動分類、快速檢索和智慧分析企業知識資源，解決傳統知識管理中資訊查找耗時、知識傳承困難的問題。該方案提升知識利用效率，促進團隊協作與創新，強化企業核心競爭力，助力企業持續成長。,,850.0,<3K,12.0,"[""訂閱制""]",疑似已下架_平台停止服務未逐筆驗證,
SOL-MOE-0448,recvlNXUTBAQk7Vom,96760204.0,EgentHub｜企業級 AI Agent 管理平台,"EgentHub 是由智慧方案(Intellicon AI)打造的企業級 AI Agent 管理平台，致力於協助企業將知識、經驗與流程萃取並轉化為可持續優化的 AI SOP，打造工作流程AI Agents，支援決策、執行與協作，提升營運效率與精準度，確保組織know-how能被保存與傳承。 智慧方案是 NVIDIA 新創計劃成員，客戶涵蓋紡織、製鞋、金屬加工、精密機械、工具機、零組件、電子製造、石化塑膠等產業，平均每家企業每月可釋放超過 2,000 小時人力工時，在效率提升、決策優化上展現顯著成效。",True,人力資源,雲市集工業館,產發署,453600.0,,"[""不限區域""]","[""製造"",""能源"",""零售"",""營建工程""]","[""100人以上""]",False,False,,3.9,2026-07-21 07:34:26.275253+00,2026-07-21 07:34:26.275253+00,人力資源,"AI Agent 工作流程設計與管理
知識與經驗數據化轉換為 AI SOP
業務流程自動化執行與優化
決策支援與建議提供
多 Agent 協作與編排管理
組織知識保存與傳承系統
流程持續優化與學習
企業級 AI Agent 部署與監控","EgentHub 是企業級 AI Agent 管理平台，協助製造、金屬加工、電子等產業企業將知識與流程轉化為可持續優化的 AI SOP。透過工作流程 AI Agents 支援決策、執行與協作，平均每月釋放超過 2,000 小時人力工時，同時保存組織 know-how 並提升營運效率與決策精準度。",know-how 變成 AI SOP，建立各場景 AI Agent，打造最強 AI 軍團！,,,,"[""訂閱制""]",疑似已下架_雲市集工業館平台方案未持續上架未逐筆驗證,
SOL-GOV-0022,rectaEVq86AnzWbg9,91063799.0,雲智維網路數據與資安事件分析管理平台Golden等級20個監控設備一個月授權,雲智維網路數據與資安事件分析管理平台可收集並儲存機關網路環境裡的各種類型日誌(Log)等數據進行監控、分析與告警，並提供各種符規報表的產出功能。本品項提供一個月20個監控設備、最多200 EPS日誌接收授權以及維運分析所需的日誌儲存容量40GB。,False,資安合規,政府軟體採購網,軟體採購網,16138.0,,"[""全台灣""]","[""政府機關""]",[],False,False,,3.4,2026-07-21 07:34:25.777239+00,2026-07-21 07:34:25.777239+00,資安合規,,本平台適用於需要強化網路安全監控的政府機關與企業。透過集中收集與分析機關網路環境中的各類日誌數據，即時監控、分析與告警潛在資安威脅。提供符合法規要求的報表產出，協助機關掌握網路安全狀況。本月度方案包含20個監控設備授權、200 EPS日誌接收能力及40GB儲存容量，滿足中小規模網路環保護需求。,,,,1.0,,正常,
SOL-MOE-0685,receCdTJQq7aA5AeF,,KEYPO 警報APP服務,KEYPO 警報APP服務，透過網路大數據系統偵測全方位網路資訊，藉由AI分析後由APP定時發送即時警報訊息至手機，讓使用者消息不漏接並可以最快速的時間掌握網路風向、網路聲音及重要資訊，協助客戶打造更精準正確的策略應對計劃。,True,行銷推廣,雲市集工業館,產發署,29323.0,,[],[],[],False,False,,4.0,2026-07-21 07:34:24.542612+00,2026-07-21 07:34:24.542612+00,行銷推廣,"網路大數據監測與蒐集
AI智能分析網路資訊
APP定時推送警報訊息
實時網路風向掌握
網路聲音監聽與追蹤
重要資訊即時提醒
危機預警與事件偵測",KEYPO 警報APP服務適用於需要掌握網路輿情的企業與機構。透過大數據系統全面偵測網路資訊，運用AI分析技術，定時推送即時警報至手機，確保使用者不漏接任何重要訊息。幫助客戶快速掌握網路風向與聲音，制定更精準有效的策略應對計劃。,,,,,,正常,
SOL-FIELD-0031,recCqH4wtcevDSmfG,53766524.0,uCare 長照資訊系統,uCare 長照資訊系統為一套專為長期照護機構設計的資訊管理平台，協助整合個案資料、照護紀錄與行政作業流程，提升機構營運效率與照護服務品質。,False,,領域型調查(人工搜查),自有方案,30000.0,,[],"[""長期照護、日照中心、居家照護服務、照護機構行政管理""]",[],False,False,,3.4,2026-07-21 07:34:21.401635+00,2026-07-21 07:34:21.401635+00,,"・提供個案基本資料與照護歷程集中管理-
・支援照護紀錄填寫、查詢與歷史追蹤
・協助機構進行照護流程與行政作業數位化管理
・提供統計報表與資料彙整功能，支援內部管理與查核需求",uCare 長照資訊系統專為長期照護機構設計，整合個案資料、照護紀錄與行政作業流程於一個平台。協助機構簡化日常營運管理、提升照護服務品質，並透過系統化的資訊管理，確保照護工作的連貫性與效率，讓照護人員專注於提供更優質的服務。,,,,,"[""訂閱制""]",正常,
SOL-0935,recewzEJrPD6JKapb,23137226.0,OPEN API雲端資料整合服務,"建置「官網」、「電子商務網站」，正在使用「APP」、「Workflow」、「POS」…等系統的中小微型企業，這些系統的資料如何與ERP串接？快速開立電子發票？
 中小微型企業普遍人手不足，系統可以做的事，不要浪費寶貴的人力，使用Open API，以下資料情境將由系統自動完成
 l 網站會員資料寫入客戶資料
 l 網站、APP查詢客戶交易歷史、客戶信用額度
 l 網站、APP查詢產品現在庫存量、交易單價
 l 網站訂單自動產生銷貨單、電子發票
  自動化的異質系統整合，除了免除中小微型企業繁複的資料重複輸入外，更避免人為疏忽產生的錯誤與節省不必要的人工稽核時間，完全符合市場需求、解決企業多系統整",False,銷售管理,臺灣雲市集,自有方案,40000.0,5萬以下,"[""北北基""]","[""不限產業""]","[""9人以下"",""10~20人"",""21~50人"",""51~100人"",""101~200人""]",False,False,,4.1,2026-07-21 07:34:24.542612+00,2026-08-20 06:26:34.889913+00,銷售管理,"網站會員資料自動寫入客戶資料庫
網站/APP查詢客戶交易歷史與信用額度
網站/APP查詢產品庫存量與交易單價
網站訂單自動產生銷貨單與電子發票
ERP與多系統資料自動串接整合
異質系統資料自動同步，減少重複輸入
人為錯誤自動預防與資料稽核自動化",針對使用官網、電商、APP、POS等多系統的中小微企業，提供Open API整合方案，自動串接ERP系統。會員資料、庫存、訂單、電子發票等資訊無縫同步，免除重複輸入與人為錯誤。透過異質系統自動化整合，大幅降低人力成本，提升營運效率，完全解決企業多系統管理的痛點。,,3333.0,3-5K,12.0,"[""訂閱制""]",疑似已下架_平台停止服務未逐筆驗證,
SOL-0086,recFzm8LeEeVwBi7r,42861634.0,Teamdoor雲端型招募管理工具,"Teamdoor雲端型招募管理工具是由友睿資訊股份有限公司提供的創新解決方案，適用於各大小企業。該工具旨在幫助企業優化招募流程，提升人力資源管理的效率。透過Teamdoor，您可以輕鬆發布職缺、追蹤應徵者進度、進行面試安排等，讓招募工作更加有條理。

Teamdoor的主要目的是解決傳統招募過程中耗時耗力的問題，例如：職缺發布不便、應徵者資料管理混亂、溝通不暢等。藉助雲端技術，Teamdoor讓企業可以隨時隨地管理招募進度，節省時間和人力成本。無論您是小型企業還是大型組織，Teamdoor都能提供您所需的靈活性和功能，幫助您更有效地找到合適的人才。",False,人力資源,臺灣雲市集,自有方案,45000.0,5萬以下,"[""北北基"",""桃竹苗"",""中彰投"",""雲嘉南"",""高屏"",""宜花東""]","[""不限產業""]","[""9人以下"",""10~20人"",""21~50人"",""51~100人"",""101~200人""]",False,False,,3.6,2026-07-21 07:34:22.02243+00,2026-08-20 06:26:34.889913+00,人力資源,"線上職缺發布與管理
應徵者進度追蹤
面試安排與排程
應徵者資料集中管理
招募流程視覺化呈現
多渠道應徵者溝通
雲端招募資料存儲與存取",適用於各大小企業的雲端招募管理工具。Teamdoor 整合職缺發布、應徵者追蹤、面試安排等功能，解決傳統招募流程耗時耗力、資料管理混亂的問題。透過雲端技術，企業可隨時隨地管理招募進度，大幅節省時間與人力成本，有效提升人資效率並快速找到合適人才。,,3750.0,3-5K,12.0,"[""訂閱制""]",疑似已下架_平台停止服務未逐筆驗證,
SOL-0006,recuyfkwGjSZ3A2Cz,83710077.0,CUTEASY智能美業管理系統,CUTEASY智能美業管理系統是由一踢科技系統整合有限公司提供的創新解決方案，專為美業管理而設計。此系統旨在幫助美業經營者提升管理效率，優化客戶服務體驗。通過CUTEASY，用戶可以輕鬆管理預約、客戶資料、服務項目等，實現業務流程的自動化和智能化。該方案有效解決了傳統美業管理中資訊分散、效率低下、客戶體驗不佳等問題，讓經營者能夠更專注於提升服務品質和客戶滿意度。訂閱費用為2388元，服務期12個月，價格親民，適合各大小美業機構導入使用。藉助CUTEASY，美業經營者可以更輕鬆地管理業務，提升競爭力，實現長期穩定發展。,False,銷售管理,臺灣雲市集,自有方案,2388.0,5萬以下,[],[],[],False,False,,3.8,2026-07-21 07:34:26.275253+00,2026-08-20 06:26:34.889913+00,銷售管理,"預約管理
客戶資料管理
服務項目管理
業務流程自動化
智能化管理
客戶體驗優化
訂單管理
服務項目設定
員工管理
報表統計分析
系統設定與維護
用戶權限管理
資料備份與還原
線上支付整合",CUTEASY智能美業管理系統專為美容美髮等美業機構設計，整合預約、客戶資料、服務項目管理於一體。系統自動化業務流程，解決傳統管理資訊分散、效率低下的痛點，幫助經營者降低營運成本、提升客戶服務體驗。年費2388元，適合各規模美業機構導入，讓經營者專注服務品質提升，增強市場競爭力。,,199.0,<3K,12.0,"[""訂閱制""]",疑似已下架_平台停止服務未逐筆驗證,
SOL-0007,recs9T4BF3sImUCcE,42654754.0,NUEIP智慧人資管理方案 (10人),"NUEIP首創LINE一鍵打卡上下班，提供企業最完整的人資行政管理方案。從打卡、排班、簽核、薪資、績效考核、電子表單簽核等流程一應俱全，讓您的人員管理更容易，考勤計薪更有效率。
 NUEIP已協助上千家企業減少內部管理的作業時間，專注於核心事業，所有產業皆適用，知名使用企業包含：迷客夏、錢都、施巴、Tokuyo、Combi等知名餐飲零售服務業品牌。系統自動計算人員勞健保加退保費用、LINE 打卡考勤紀錄統一管理，有效解決企業面臨的人力資源挑戰，協助企業打造高效、靈活的人才管理體系。",True,人力資源,臺灣雲市集,自有方案,16380.0,5萬以下,"[""北北基""]","[""不限產業, 製造業, 批發零售業, 住宿及餐飲業, 運輸及倉儲物流, 出版、影音、傳播及資通服務業, 教育業, 藝術娛樂休閒, 金融保險, 醫療, 營建工程""]","[""9人以下"",""10~20人"",""21~50人"",""51~100人"",""101~200人""]",False,False,,4.2,2026-07-21 07:34:25.777239+00,2026-08-20 06:26:34.889913+00,人力資源,"LINE一鍵打卡上下班
自動考勤管理
排班管理
電子簽核流程
薪資計算
績效考核管理
電子表單簽核
勞健保加退保費用計算
考勤紀錄統一管理",NUEIP 為各產業企業提供完整的人資行政管理方案。透過 LINE 一鍵打卡、排班、簽核、薪資、績效考核及電子表單等整合功能，自動化考勤計薪流程，大幅減少內部管理作業時間。系統自動計算勞健保費用，統一管理考勤紀錄，已協助上千家企業提升人力資源管理效率，打造靈活高效的人才管理體系。,,1365.0,<3K,12.0,"[""訂閱制""]",疑似已下架_平台停止服務未逐筆驗證,
SOL-NTPC-0001,rectmdTmd0JjidMRP,24567645.0,InfoMiner 即時輿情分析平台,,True,,新北產業AI化輔導計畫,新北經發局,110208.0,,,,,False,False,,,2026-08-07 08:32:40.26658+00,2026-08-07 08:32:40.26658+00,行銷推廣,,,,,,,,正常,
SOL-0001,recGNH4ZfcFcpz5An,42863942.0,Lawsnote法學搜尋系統企業方案,以人工智慧演算法協助法遵人員工作流程自動化，即時因應政府法規變動，判斷內規修正必要性，降低法遵內控風險。,True,資安合規,臺灣雲市集,自有方案,10000.0,5萬以下,[],[],[],False,False,,4.3,2026-07-21 07:34:22.02243+00,2026-08-20 06:26:34.889913+00,資安合規,"法規變動即時更新
內規修正必要性判斷
法遵內控風險降低
工作流程自動化
人工智慧演算法搜尋",針對金融、保險等高度監管產業的法遵人員，本方案運用人工智慧演算法自動監測政府法規動態，即時評估對企業內規的影響，自動判斷修正必要性，大幅縮短法規因應時間。透過智能化工作流程，降低人工審閱的遺漏風險，確保內控合規持續有效，協助企業快速適應複雜多變的監管環境。,,833.0,<3K,12.0,"[""訂閱制""]",疑似已下架_平台停止服務未逐筆驗證,
SOL-0756,recrIiIa8W7xZUZJE,90462283.0,ZiG全域智聯系統-AIoT、Digital twin、EMS,"ZiG 的核心功能包括：
 1. 套件中心：快速整合多數通訊協議、跨品牌與應用場景的設備。
 2. 戰情看板：拖拉式模組化圖表，迅速呈現整廠數據，加速決策。
 3. 圖控 SCADA：元件化拖拉介面，即時監控廠內數據，多種場域元件快速客製。
 4. 數位孿生：3D 模型監控，映射現實環境，應用於研發、生產與能耗追蹤。
 5. AI 應用整合：提供數據採集、可視化及合適的 AI 解決方案，協助工廠智慧轉型。",True,生產物流,新創嚴選網,自有方案,,待確認,"[""不限區域""]","[""資訊科技""]","[""不限規模""]",False,False,,3.8,2026-07-21 07:34:25.777239+00,2026-07-21 07:34:25.777239+00,生產物流,"AIoT
套件中心：市場多數通訊協議、跨設備型號、跨品牌、跨應用場景，無縫整合
戰情看板：模組化的戰情圖表，簡易拖拉、調整位置及尺寸，快速導入圖表，即可呈現不同需求的整廠數據，加速管理層決策
圖控SCADA：模組化的元件，快速拖拉調整廠內現況、即時數據，多種風格、多種場域元件快速客製
跨設備控制、警報系統、報表系統等IoT功能
數位孿生
數位孿生Digital twin:3D模型監控，模擬場域環境中通過感應器與網路，去映射現實環境的狀況，能應用於產品RD、設計、生產過程、產後的製程和能耗追蹤。
智慧製造全廠數據AIoT管理
協助採集石化廠的焚化爐、廢水廠數據至AI模型學習運算，再回到ZiG平台上快速客製可視化界面，提供客戶全廠監控與數據分析，以及優化產線、自動控制等建議。
場域數位孿生
協助建築或是製造業映射模擬全廠的數據以及環境狀況，來導入AI模型在映射場域驗證可行性。 驗證成功可行後面，於正式的製程或是場域上將驗證過的模型導入，正式落地AI解決方案。",ZiG 為製造業提供一站式數位轉型平台。透過套件中心快速整合多品牌設備，以模組化戰情看板與圖控 SCADA 即時監控廠內數據，支援 3D 數位孿生映射現實環境，並整合 AI 應用協助數據分析與決策優化。幫助工廠加速智慧化升級，提升營運效率與能源管理能力。,ZiG最快的速度，實現 AI 與 Digital Twin 的快速導入,,,,"[""訂閱制"",""買斷制""]",正常,
SOL-0159,recJuT7qHIueNnHiu,95453283.0,AIBuuking財稅達人,中小微企業常常有人力問題，本方案的使用不需會計背景，也能正確記出合規的會計帳並報稅。能夠同時紀錄內外帳，幫助中小微企業同時滿足對股東與對國家負責的帳務。再者本方案每年依照最新的稅法做調整，並加入各式AI流程協助企業簡單記好帳、記對帳。,True,研發創新,臺灣雲市集,自有方案,31800.0,5萬以下,"[""不限區域""]","[""零售, 批發, 不動產, 餐飲, 交通運輸, 廣告, 影音出版, 倉儲, 設計, 顧問 (含管理法律財會), 農林漁牧, 金融保險, 醫療保健, 製造, 教育, 資通訊, 營建工程, 旅宿""]","[""不限規模""]",False,False,,4.3,2026-07-21 07:34:22.02243+00,2026-08-20 06:26:34.889913+00,研發創新,"財務稅務自動化，AI會計師上線服務
✅
企業級大量憑證處理：
支援超過 100 種格式，秒速辨識，自動切轉傳票。
✅
多工協作與權限管理：
適合多部門、多據點企業的財務協作平台。
✅
24/7 AI 財稅顧問：
即時回答預算編列與法遵問題，如同擁有一位全天候待命的會計師。
✅
高規格資安防護：
確保企業敏感財務數據的安全與隱私。
找不到會計人員嗎？採用AIBuuking自動產生財務報表。
中小企業最優選，不用會計背景也能夠計好帳報好稅，AIBuuking協助企業主掌握金流、財務與稅務。",本方案專為人力資源有限的中小微企業設計，無需會計背景即可準確記帳並合規報稅。支援內外帳同步管理，滿足股東與稅務機關的雙重需求。系統每年更新稅法規定，並整合AI流程自動化，協助企業輕鬆記帳、確保帳務正確無誤。,AI會計師，企業財稅守護神。,2650.0,<3K,12.0,"[""訂閱制"",""提供試用"",""客製化服務""]",疑似已下架_平台停止服務未逐筆驗證,
